backend,schema_version,branch_id,point_index,T_K,p_Pa,F,N_a_m3,N_a_cm3,log_w,w_m_s,log_n,log_q,n,q,s,continuation_residual_norm,physical_residual_norm,scaled_physical_residual_norm,converged,iterations,message,eigen_index,eigenvalue_real,eigenvalue_imag,eigenvalue_regime,stability_classification,jacobian_coordinate_system,jacobian_method,eigenvalue_source,eigenvalue_sorting,source_file,auto_branch,auto_point,auto_type_code,auto_label,auto_l2_norm
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,6,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4851673218,0.0005613492361488322,5.2608866837,-17.066299098,192.65223718574185,3.874364486813707e-08,1.4358651179,3.19289485896973e-11,6.143554054371949e-09,3.1889347064796925e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.00036442631221889277,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-7,0,0,17.916394789
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,7,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4649136952,0.0005728345105886691,5.2810249122,-17.046069423,196.57124040588235,3.9535397661773865e-08,1.435918266,1.78537468498798e-11,3.489859401462071e-09,1.7753662205520957e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.002660069254094623,0.0007961639911501743,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-8,0,0,17.903060301
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,7,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4649136952,0.0005728345105886691,5.2810249122,-17.046069423,196.57124040588235,3.9535397661773865e-08,1.435918266,1.78537468498798e-11,3.489859401462071e-09,1.7753662205520957e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.002660069254094623,-0.0007961639911501743,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-8,0,0,17.903060301
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,7,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4649136952,0.0005728345105886691,5.2810249122,-17.046069423,196.57124040588235,3.9535397661773865e-08,1.435918266,1.78537468498798e-11,3.489859401462071e-09,1.7753662205520957e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.00037374537891643705,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-8,0,0,17.903060301
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,8,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4446600763,0.000584554770655618,5.3011631501,-17.025839748,200.5699673275597,4.034333046347045e-08,1.4359714142,4.390378031962007e-12,7.02480462688738e-10,3.502420986965929e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.0026554431911233753,0.000787331136936136,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-9,0,0,17.889761423
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,8,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4446600763,0.000584554770655618,5.3011631501,-17.025839748,200.5699673275597,4.034333046347045e-08,1.4359714142,4.390378031962007e-12,7.02480462688738e-10,3.502420986965929e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.0026554431911233753,-0.000787331136936136,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-9,0,0,17.889761423
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,8,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4446600763,0.000584554770655618,5.3011631501,-17.025839748,200.5699673275597,4.034333046347045e-08,1.4359714142,4.390378031962007e-12,7.02480462688738e-10,3.502420986965929e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.0003833709098377266,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-9,0,0,17.889761423
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,9,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4244064651,0.0005965148240003374,5.3213013975,-17.005610076,204.65003981703288,4.116777379921776e-08,1.4360245624,8.618040671713014e-12,1.7626002879467253e-09,8.612753212878633e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.002650656591675254,0.000778122558209349,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-10,0,0,17.876498236
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,9,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4244064651,0.0005965148240003374,5.3213013975,-17.005610076,204.65003981703288,4.116777379921776e-08,1.4360245624,8.618040671713014e-12,1.7626002879467253e-09,8.612753212878633e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.002650656591675254,-0.000778122558209349,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-10,0,0,17.876498236
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,9,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4244064651,0.0005965148240003374,5.3213013975,-17.005610076,204.65003981703288,4.116777379921776e-08,1.4360245624,8.618040671713014e-12,1.7626002879467253e-09,8.612753212878633e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.0003933180216728554,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-10,0,0,17.876498236
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,10,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4041528617,0.0006087195765720844,5.3414396544,-16.985380405,208.81311271587307,4.200906515200441e-08,1.4360777106,1.6194113820224457e-11,3.371837142829294e-09,1.6147631243065226e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.0026457013099739956,0.0007685123493017201,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-11,0,0,17.863270817
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,10,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4041528617,0.0006087195765720844,5.3414396544,-16.985380405,208.81311271587307,4.200906515200441e-08,1.4360777106,1.6194113820224457e-11,3.371837142829294e-09,1.6147631243065226e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.0026457013099739956,-0.0007685123493017201,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-11,0,0,17.863270817
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,10,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4041528617,0.0006087195765720844,5.3414396544,-16.985380405,208.81311271587307,4.200906515200441e-08,1.4360777106,1.6194113820224457e-11,3.371837142829294e-09,1.6147631243065226e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.0004036030278546835,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-11,0,0,17.863270817
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,11,230.0,30000.0,1.0,10000000000.0,10000.0,-7.383899266,0.0006211740348111349,5.3615779207,-16.965150736,213.0608745101758,4.286754877790761e-08,1.4361308588,2.0401442070178146e-11,4.343131243533804e-09,2.038446173433858e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.0026405685354627855,0.0007584717939003491,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-12,0,0,17.850079248
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,11,230.0,30000.0,1.0,10000000000.0,10000.0,-7.383899266,0.0006211740348111349,5.3615779207,-16.965150736,213.0608745101758,4.286754877790761e-08,1.4361308588,2.0401442070178146e-11,4.343131243533804e-09,2.038446173433858e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.0026405685354627855,-0.0007584717939003491,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-12,0,0,17.850079248
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,11,230.0,30000.0,1.0,10000000000.0,10000.0,-7.383899266,0.0006211740348111349,5.3615779207,-16.965150736,213.0608745101758,4.286754877790761e-08,1.4361308588,2.0401442070178146e-11,4.343131243533804e-09,2.038446173433858e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.0004142435556776256,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-12,0,0,17.850079248
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,12,230.0,30000.0,1.0,10000000000.0,10000.0,-7.3636456781,0.0006338833074611426,5.3817161965,-16.944921069,217.39504807852066,4.374357600917354e-08,1.436184007,2.130789693036744e-11,4.622189242464714e-09,2.12617043641071e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.002635248725362979,0.000747968906281573,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-13,0,0,17.836923607
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,12,230.0,30000.0,1.0,10000000000.0,10000.0,-7.3636456781,0.0006338833074611426,5.3817161965,-16.944921069,217.39504807852066,4.374357600917354e-08,1.436184007,2.130789693036744e-11,4.622189242464714e-09,2.12617043641071e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.002635248725362979,-0.000747968906281573,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-13,0,0,17.836923607
