backend_step_index,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system,physical_jacobian_11,physical_jacobian_12,physical_jacobian_13,physical_jacobian_21,physical_jacobian_22,physical_jacobian_23,physical_jacobian_31,physical_jacobian_32,physical_jacobian_33
595,-1.43220303971619956e+00,1.12801081042705889e+01,-1.10202306196625699e+01,1.45175000304536850e+00,7.91018075217418898e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35282668599215603e-04,1.34152664896932325e-02,3.35282668599215603e-04,-1.34152664896932325e-02,-6.98746796213450035e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21762636025556428e-04,-6.01961434131253324e+06,5.61668759943326004e+04,1.06868902479785673e-12,-5.17327387957036700e-03,1.40579003130961579e-07,-2.87967828907747582e-09,-6.96992377915444816e+00,-5.21866109340143988e-04
596,-1.42183547766607177e+00,1.12904190522195815e+01,-1.10098744849826229e+01,1.45177721250337366e+00,1.87362369851120278e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35375924399666792e-04,1.34799949852755056e-02,3.35375924399666792e-04,-1.34799949852755056e-02,-6.99323589049087330e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21781366588313594e-04,-6.01952367309747264e+06,5.67507152868183621e+04,1.06876950164889389e-12,-5.17342974943800927e-03,1.42038144021824953e-07,-2.87989511299592357e-09,-6.97013361136741771e+00,-5.27272925665216640e-04
597,-1.41146791561594398e+00,1.13007300001685742e+01,-1.09995183503026759e+01,1.45180442196137882e+00,9.30990031180960655e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35429068552472228e-04,1.35450644577998301e-02,3.35429068552472228e-04,-1.35450644577998301e-02,-6.99897962245459634e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21800097715327843e-04,-6.01943300624806713e+06,5.73406234288424967e+04,1.06884998262162845e-12,-5.17358562869360203e-03,1.43512430077273115e-07,-2.88011194279280437e-09,-6.97034342461349343e+00,-5.32735758940722226e-04
598,-1.40110035356581708e+00,1.13110410993586470e+01,-1.09891621013444709e+01,1.45183163175249552e+00,6.30672127435663426e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35441784523027829e-04,1.36104775102973384e-02,3.35441784523027829e-04,-1.36104775102973384e-02,-7.00469900635517385e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21818814083830731e-04,-6.01934241492825840e+06,5.79366708392438304e+04,1.06893042859965558e-12,-5.17374132514749827e-03,1.45002038640293959e-07,-2.88032874510340110e-09,-6.97055339580019684e+00,-5.38255298077789301e-04
599,-1.39073279151568929e+00,1.13213521985487198e+01,-1.09788058523862659e+01,1.45185884154361222e+00,7.93824515624715990e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35413753306419097e-04,1.36762353340439350e-02,3.35413753306419097e-04,-1.36762353340439350e-02,-7.01039409174482493e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21837531015701763e-04,-6.01925182497183327e+06,5.85389140754698674e+04,1.06901087869394689e-12,-5.17389703097788627e-03,1.46507108816430942e-07,-2.88054555328740618e-09,-6.97076334803194175e+00,-5.43832023138401412e-04
600,-1.38036522946556151e+00,1.13316631631737312e+01,-1.09684497118686277e+01,1.45188605102648327e+00,4.06446418544458489e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35344659450544091e-04,1.37423391494181490e-02,3.35344659450544091e-04,-1.37423391494181490e-02,-7.01606488667583673e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21856259341411685e-04,-6.01916118396291789e+06,5.91474106131005392e+04,1.06909136046959696e-12,-5.17405288223661639e-03,1.48027782461524758e-07,-2.88076239046604388e-09,-6.97097315514579297e+00,-5.49466426196725563e-04
601,-1.36999766741543372e+00,1.13419741277987427e+01,-1.09580935713509895e+01,1.45191326050935432e+00,9.33687153261372156e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35234176781890134e-04,1.38087915535835739e-02,3.35234176781890134e-04,-1.38087915535835739e-02,-7.02171128885955079e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21874988231175727e-04,-6.01907054431892559e+06,5.97622323113897291e+04,1.06917184636620691e-12,-5.17420874287991949e-03,1.49564239970990550e-07,-2.88097923352206328e-09,-6.97118294329956889e+00,-5.55159204184676493e-04
602,-1.35963010536530682e+00,1.13522852436606172e+01,-1.09477373165567204e+01,1.45194047032533069e+00,5.44366275064134824e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.35081976629080219e-04,1.38755952028810914e-02,3.35081976629080219e-04,-1.38755952028810914e-02,-7.02733315134698635e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21893702361454143e-04,-6.01897998019412905e+06,6.03834525631418146e+04,1.06925229725826203e-12,-5.17436442070865962e-03,1.51116666166349113e-07,-2.88119604908263759e-09,-6.97139288940871804e+00,-5.60911075018718543e-04
603,-1.34926254331517903e+00,1.13625963595224917e+01,-1.09373810617624514e+01,1.45196768014130706e+00,7.96852751678441013e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.34887733885926280e-04,1.39427513116777719e-02,3.34887733885926280e-04,-1.39427513116777719e-02,-7.03293053170140486e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21912417054898176e-04,-6.01888941743197851e+06,6.10111303146601276e+04,1.06933275226584462e-12,-5.17452010791052096e-03,1.52685206020244749e-07,-2.88141287051556890e-09,-6.97160281656972725e+00,-5.66722538964134362e-04
604,-1.33889498126505124e+00,1.13729073408150736e+01,-1.09270249154103833e+01,1.45199488964903112e+00,3.64149370949214979e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.34651126644017801e-04,1.40102611240052483e-02,3.34651126644017801e-04,-1.40102611240052483e-02,-7.03850344579838062e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21931143144359368e-04,-6.01879880361455027e+06,6.16453254688617453e+04,1.06941323896520529e-12,-5.17467594056697771e-03,1.54270007370588789e-07,-2.88162972095197042e-09,-6.97181259859343516e+00,-5.72594108799015858e-04
605,-1.32852741921492434e+00,1.13832183221076555e+01,-1.09166687690583153e+01,1.45202209915675517e+00,9.36603122811136237e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.34371816559880450e-04,1.40781272900460663e-02,3.34371816559880450e-04,-1.40781272900460663e-02,-7.04405179632506834e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21949869797672151e-04,-6.01870819116130471e+06,6.22861129201006042e+04,1.06949372978479056e-12,-5.17483178260464034e-03,1.55871258221088903e-07,-2.88184657726470189e-09,-6.97202236166387657e+00,-5.78526510802998420e-04
606,-1.31815985716479656e+00,1.13935294546328851e+01,-1.09063125084312418e+01,1.45204930899757789e+00,6.76852508406576860e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.34049462239482259e-04,1.41463525204059051e-02,3.34049462239482259e-04,-1.41463525204059051e-02,-7.04957544110351025e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21968581690525695e-04,-6.01861765421686042e+06,6.29335691607363769e+04,1.06957418558997337e-12,-5.17498744181487790e-03,1.57489151187177850e-07,-2.88206340607282600e-09,-6.97223228270443141e+00,-5.84520493119141922e-04
607,-1.30779229511466877e+00,1.14038405871581148e+01,-1.08959562478041683e+01,1.45207651883840061e+00,8.00120357207250482e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.33683732079882375e-04,1.42149380528105908e-02,3.33683732079882375e-04,-1.42149380528105908e-02,-7.05507444576727785e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.21987294146342218e-04,-6.01852711863432545e+06,6.35877556268412445e+04,1.06965464550994676e-12,-5.17514311039486349e-03,1.59123837356066426e-07,-2.88228024075225659e-09,-6.97244218480365152e+00,-5.90576577066306407e-04
608,-1.29742473306454098e+00,1.14141515851098241e+01,-1.08856000956209300e+01,1.45210372837096457e+00,4.92317771406466370e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.33274297307171660e-04,1.42838851552272109e-02,3.33274297307171660e-04,-1.42838851552272109e-02,-7.06054883406804275e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22006018000353196e-04,-6.01843653199372906e+06,6.42487347511890912e+04,1.06973513713211775e-12,-5.17529892445569174e-03,1.60775470800009192e-07,-2.88249710444399334e-09,-6.97265194174617431e+00,-5.96695296997653418e-04
609,-1.28705717101441408e+00,1.14244625830615334e+01,-1.08752439434376917e+01,1.45213093790352854e+00,9.39755467976360046e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.32820806807373245e-04,1.43531965318037091e-02,3.32820806807373245e-04,-1.43531965318037091e-02,-7.06599851370352111e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22024742418013561e-04,-6.01834594671658054e+06,6.49165845914242382e+04,1.06981563287377703e-12,-5.17545474789435356e-03,1.62444247451900618e-07,-2.88271397401101199e-09,-6.97286167974224114e+00,-6.02877409776409346e-04
610,-1.27668960896428629e+00,1.14347737322416787e+01,-1.08648876769810716e+01,1.45215814776918450e+00,7.09130747365233454e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.32322905843147366e-04,1.44228749483862086e-02,3.32322905843147366e-04,-1.44228749483862086e-02,-7.07142334729817489e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22043452074240205e-04,-6.01825543693784159e+06,6.55913848703665863e+04,1.06989609359118585e-12,-5.17561038849272907e-03,1.64130368049764548e-07,-2.88293081606425854e-09,-6.97307157572315450e+00,-6.09123695044911750e-04
611,-1.26632204691415851e+00,1.14450848814218240e+01,-1.08545314105244515e+01,1.45218535763484047e+00,8.03646138009917913e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.31780255890649651e-04,1.44929216663321342e-02,3.31780255890649651e-04,-1.44929216663321342e-02,-7.07682340859367830e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22062162293228059e-04,-6.01816492852027714e+06,6.62731996190216450e+04,1.06997655842264974e-12,-5.17576603845748724e-03,1.65833990053282308e-07,-2.88314766398776394e-09,-6.97328145276953837e+00,-6.15434696061662291e-04
612,-1.25595448486403161e+00,1.14553958960242248e+01,-1.08441752525132991e+01,1.45221256719223124e+00,3.71001147856068089e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.31192520872325424e-04,1.45633379778328433e-02,3.31192520872325424e-04,-1.45633379778328433e-02,-7.08219872924925782e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22080883912586578e-04,-6.01807436904187128e+06,6.69620939068652951e+04,1.07005705496672955e-12,-5.17592183392932143e-03,1.67555274031962982e-07,-2.88336454093240938e-09,-6.97349118463983508e+00,-6.21810969662693874e-04
613,-1.24558692281390382e+00,1.14657069106266256e+01,-1.08338190945021466e+01,1.45223977674962201e+00,9.43162858204019302e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.30559336267849304e-04,1.46341266419684601e-02,3.30559336267849304e-04,-1.46341266419684601e-02,-7.08754922198946008e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22099606095392172e-04,-6.01798381092617847e+06,6.76581490884421510e+04,1.07013755562956277e-12,-5.17607763877562382e-03,1.69294424182316758e-07,-2.88358142375128910e-09,-6.97370089757048017e+00,-6.28253304582736694e-04
614,-1.23521936076377603e+00,1.14760180764532542e+01,-1.08234628222192324e+01,1.45226698664009812e+00,3.68302003538157947e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.29880333339987401e-04,1.47052904808216717e-02,3.29880333339987401e-04,-1.47052904808216717e-02,-7.09287475425422666e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22118313515791083e-04,-6.01789332829850540e+06,6.83614482534655108e+04,1.07021802125829891e-12,-5.17623326076878387e-03,1.71051649707499343e-07,-2.88379827904723486e-09,-6.97391076850069425e+00,-6.34762513289679402e-04
615,-1.22485179871364824e+00,1.14863292422798828e+01,-1.08131065499363181e+01,1.45229419653057423e+00,8.07450096843370028e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.29155166190389821e-04,1.47768307796615709e-02,3.29155166190389821e-04,-1.47768307796615709e-02,-7.09817540790951256e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22137021498748674e-04,-6.01780284703127295e+06,6.90720581374811445e+04,1.07029849100035444e-12,-5.17638889212496383e-03,1.72827114708444520e-07,-2.88401514021238937e-09,-6.97412062050318049e+00,-6.41339161905020091e-04
616,-1.21448423666352134e+00,1.14966402735245428e+01,-1.08027503861005076e+01,1.45232140611277871e+00,1.83494679852703055e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.28383490969904723e-04,1.48487488552003742e-02,3.28383490969904723e-04,-1.48487488552003742e-02,-7.10345122253215611e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22155740884252706e-04,-6.01771231470042840e+06,6.97900465580244636e+04,1.07037899246544359e-12,-5.17654466901443840e-03,1.74620986525914698e-07,-2.88423203040752110e-09,-6.97433032731019953e+00,-6.47983830693658696e-04
617,-1.20411667461339356e+00,1.15069513047692027e+01,-1.07923942222646971e+01,1.45234861569498319e+00,9.46845557096004966e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.27564929079589978e-04,1.49210475224379954e-02,3.27564929079589978e-04,-1.49210475224379954e-02,-7.10870211587118737e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22174460833001285e-04,-6.01762178373155929e+06,7.05154983057936333e+04,1.07045949804855106e-12,-5.17670045527501583e-03,1.76433477968570541e-07,-2.88444892647583825e-09,-6.97454001518436950e+00,-6.54697341603986292e-04
618,-1.19374911256326577e+00,1.15172624872338876e+01,-1.07820379441587395e+01,1.45237582561026635e+00,3.22993834836462822e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.26699097088569996e-04,1.49937296607112486e-02,3.26699097088569996e-04,-1.49937296607112486e-02,-7.11392796017666900e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22193166018370760e-04,-6.01753132824032754e+06,7.12484999795909389e+04,1.07053996858771567e-12,-5.17685605866960528e-03,1.78264807061686739e-07,-2.88466579501205958e-09,-6.97474986107282113e+00,-6.61480541311558175e-04
619,-1.18338155051313887e+00,1.15275736696985724e+01,-1.07716816660527819e+01,1.45240303552554950e+00,8.11553560496012927e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.25785641240176286e-04,1.50667965794892625e-02,3.25785641240176286e-04,-1.50667965794892625e-02,-7.11912884543338970e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22211871766096603e-04,-6.01744087410880160e+06,7.19891211337393761e+04,1.07062044323946416e-12,-5.17701167142384927e-03,1.80115144827568409e-07,-2.88488266941644163e-09,-6.97495968804034305e+00,-6.68334019763086378e-04
620,-1.17301398846301108e+00,1.15378847175770680e+01,-1.07613254963955622e+01,1.45243024513255437e+00,6.21288617609351318e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.24824209415080795e-04,1.51402496203094858e-02,3.24824209415080795e-04,-1.51402496203094858e-02,-7.12430481912445374e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22230588918543689e-04,-6.01735036891089380e+06,7.27374324498882779e+04,1.07070094962466520e-12,-5.17716742973760736e-03,1.81984665663785681e-07,-2.88509957285963642e-09,-6.97516936979302127e+00,-6.75258381638140772e-04
621,-1.16264642641288329e+00,1.15481957654555636e+01,-1.07509693267383426e+01,1.45245745473955923e+00,9.50825465335979595e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.23814408225943026e-04,1.52140916551017375e-02,3.23814408225943026e-04,-1.52140916551017375e-02,-7.12945580400246599e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22249306634033552e-04,-6.01725986507422850e+06,7.34935223000303376e+04,1.07078146012714925e-12,-5.17732319741910640e-03,1.83873591354384868e-07,-2.88531648217496653e-09,-6.97537903261963965e+00,-6.82254483497448652e-04
622,-1.15227886436275551e+00,1.15585069645498830e+01,-1.07406130428125959e+01,1.45248466467963655e+00,4.45370048635597474e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.22755838816235312e-04,1.52883256214983235e-02,3.22755838816235312e-04,-1.52883256214983235e-02,-7.13458167710391816e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22268009585168853e-04,-6.01716943670483027e+06,7.42574809402705141e+04,1.07086193557583901e-12,-5.17747878222173628e-03,1.85782149118800527e-07,-2.88553336394903897e-09,-6.97558885347528790e+00,-6.89323207664540227e-04
623,-1.14191130231262861e+00,1.15688181636442025e+01,-1.07302567588868492e+01,1.45251187461971387e+00,8.15979554541393043e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.21648139056136297e-04,1.53629528534643522e-02,3.21648139056136297e-04,-1.53629528534643522e-02,-7.13968253650545861e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22286713098458861e-04,-6.01707900969440583e+06,7.50293808627588733e+04,1.07094241513637815e-12,-5.17763437638066402e-03,1.87710517192644489e-07,-2.88575025159022326e-09,-6.97579865541680189e+00,-6.96465168914058800e-04
624,-1.13154374026250082e+00,1.15791292281481155e+01,-1.07199005834114693e+01,1.45253908425150624e+00,1.24270801733164044e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.20490948026184563e-04,1.54379747176769215e-02,3.20490948026184563e-04,-1.54379747176769215e-02,-7.14475843756387768e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22305428018645997e-04,-6.01698853161482699e+06,7.58092957342204027e+04,1.07102292644079180e-12,-5.17779011612532879e-03,1.89658877327892140e-07,-2.88596716827905955e-09,-6.97600831212407346e+00,-7.03680997367532026e-04
625,-1.12117617821237303e+00,1.15894402926520286e+01,-1.07095444079360895e+01,1.45256629388329861e+00,9.55125236345070650e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.19283856802173114e-04,1.55133941440282076e-02,3.19283856802173114e-04,-1.55133941440282076e-02,-7.14980930799599158e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22324143501673814e-04,-6.01689805489575583e+06,7.65973176592084346e+04,1.07110344186175418e-12,-5.17794586523437784e-03,1.91627460662530669e-07,-2.88618409083898352e-09,-6.97621794991208155e+00,-7.10971585655598257e-04
626,-1.11080861616224613e+00,1.15997515083675680e+01,-1.06991881181937973e+01,1.45259350384815678e+00,6.06756434251260658e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.18026450330461622e-04,1.55892141295085399e-02,3.18026450330461622e-04,-1.55892141295085399e-02,-7.15483502958271823e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22342844219373349e-04,-6.01680765363358427e+06,7.73935407055789256e+04,1.07118392221907344e-12,-5.17810143145169995e-03,1.93616503997886448e-07,-2.88640098584848633e-09,-6.97642774574384106e+00,-7.18337853250720828e-04
627,-1.10044105411211834e+00,1.16100627240831074e+01,-1.06888318284515051e+01,1.45262071381301494e+00,8.20752117017901620e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.16718357561528684e-04,1.56654360328870312e-02,3.16718357561528684e-04,-1.56654360328870312e-02,-7.15983570844442706e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22361545499025711e-04,-6.01671725372964982e+06,7.81980404274118773e+04,1.07126440668750699e-12,-5.17825700702195628e-03,1.95626193087126252e-07,-2.88661788672405212e-09,-6.97663752266825199e+00,-7.25780440800389442e-04
628,-1.09007349206199056e+00,1.16203738052040269e+01,-1.06784756471612123e+01,1.45264792346958171e+00,4.30566591448414657e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.15359208213783319e-04,1.57420612463056095e-02,3.15359208213783319e-04,-1.57420612463056095e-02,-7.16481140775806873e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22380258187748485e-04,-6.01662680275380611e+06,7.90108936025852745e+04,1.07134492291023357e-12,-5.17841272820415005e-03,1.97656717346778214e-07,-2.88683481665610750e-09,-6.97684715433905822e+00,-7.33300004938601492e-04
629,-1.07970593001186277e+00,1.16306848863249463e+01,-1.06681194658709195e+01,1.45267513312614849e+00,9.59769819618100699e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.13948577037890652e-04,1.58190927586746542e-02,3.13948577037890652e-04,-1.58190927586746542e-02,-7.16976206014711959e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22398971439109844e-04,-6.01653635313773621e+06,7.98321962258620624e+04,1.07142544324877440e-12,-5.17856845874736273e-03,1.99708317663293147e-07,-2.88705175245820295e-09,-6.97705676709738931e+00,-7.40897475884866145e-04
630,-1.06933836796173587e+00,1.16409961186532946e+01,-1.06577631703153273e+01,1.45270234311577462e+00,7.14434341412254032e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.12486031971118301e-04,1.58965336274312051e-02,3.12486031971118301e-04,-1.58965336274312051e-02,-7.17468755207714779e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22417669924170826e-04,-6.01644597896819562e+06,8.06620463378393615e+04,1.07150592851382671e-12,-5.17872400638600718e-03,2.01781240823972206e-07,-2.88726866070071785e-09,-6.97726653791418183e+00,-7.48573811824734597e-04
631,-1.05897080591160808e+00,1.16513073509816429e+01,-1.06474068747597350e+01,1.45272955310540075e+00,8.25897150305680390e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.10971192465232284e-04,1.59743852364654139e-02,3.10971192465232284e-04,-1.59743852364654139e-02,-7.17958799764312552e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22436368970982865e-04,-6.01635560615616199e+06,8.15005226838537201e+04,1.07158641788925883e-12,-5.17887956337423436e-03,2.03875680416619266e-07,-2.88748557480824853e-09,-6.97747628983040791e+00,-7.56329680367441993e-04
632,-1.04860324386148029e+00,1.16616184487111649e+01,-1.06370506876577728e+01,1.45275676278672861e+00,2.98929297209385071e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.09403678281650659e-04,1.60526490037180662e-02,3.09403678281650659e-04,-1.60526490037180662e-02,-7.18446346776790458e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22455079429036322e-04,-6.01626518226947170e+06,8.23477052843175334e+04,1.07166693902939785e-12,-5.17903526600056296e-03,2.05991833845543346e-07,-2.88770251798109979e-09,-6.97768589647368387e+00,-7.64165765775012872e-04
633,-1.03823568181135339e+00,1.16719295464406869e+01,-1.06266945005558107e+01,1.45278397246805646e+00,9.64785562832735900e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.07783047016811726e-04,1.61313279782004278e-02,3.07783047016811726e-04,-1.61313279782004278e-02,-7.18931389990646631e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22473790449526703e-04,-6.01617475974182039e+06,8.32036941885312408e+04,1.07174746428461703e-12,-5.17919097798455984e-03,2.08129952156821066e-07,-2.88791946702294307e-09,-6.97789548421126238e+00,-7.72083037438752525e-04
634,-1.02786811976122561e+00,1.16822407953734420e+01,-1.06163381991901637e+01,1.45281118248243768e+00,7.07306336696962543e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.06108848745294346e-04,1.62104252789111968e-02,3.06108848745294346e-04,-1.62104252789111968e-02,-7.19413918513177666e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22492486702743309e-04,-6.01608441265033931e+06,8.40685915776304028e+04,1.07182795445650049e-12,-5.17934650705113332e-03,2.10290292544852765e-07,-2.88813638849604809e-09,-6.97810523002202743e+00,-7.80082493887314702e-04
635,-1.01750055771109782e+00,1.16925520443061970e+01,-1.06059818978245168e+01,1.45283839249681890e+00,8.31442685780186950e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.04380692808007072e-04,1.62899423151890189e-02,3.04380692808007072e-04,-1.62899423151890189e-02,-7.19893944542386068e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22511183517509528e-04,-6.01599406691563223e+06,8.49424795229899319e+04,1.07190844873803009e-12,-5.17950204546393372e-03,2.12473056762536002e-07,-2.88835331583312209e-09,-6.97831495693900639e+00,-7.88164830826408591e-04
636,-1.00713299566097003e+00,1.17028631586359211e+01,-1.05956257049141254e+01,1.45286560220289473e+00,3.60603310397150337e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.02598188380983398e-04,1.63698805311201512e-02,3.02598188380983398e-04,-1.63698805311201512e-02,-7.20371475935727406e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22529891745689907e-04,-6.01590367010351364e+06,8.58254414244930231e+04,1.07198897479468591e-12,-5.17965772954102812e-03,2.14678450538819948e-07,-2.88857027224435053e-09,-6.97852453856365962e+00,-7.96330761308583056e-04
637,-9.96765433610843132e-01,1.17131742729656452e+01,-1.05852695120037339e+01,1.45289281190897057e+00,9.70200496504373711e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.00760875035458331e-04,1.64502430369245535e-02,3.00760875035458331e-04,-1.64502430369245535e-02,-7.20846506912597735e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.22548600536105656e-04,-6.01581327464970574e+06,8.67175815572403371e+04,1.07206950496568841e-12,-5.17981342297243585e-03,2.16906735507912100e-07,-2.88878723452352587e-09,-6.97873410128939486e+00,-8.04581295546527532e-04
