curve_id,panel,color_name,pixel_x,pixel_y_median,pixel_y_min,pixel_y_max,pixels_in_column,temperature_K,w_m_s,log_w_ln_m_s,period_s,source_type,direct_digitization,validity
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,116,581.0,580,582,3,210.0,0.0016298220716421494,-6.419284428623437,8057.142857142858,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,117,582.0,581,583,3,210.0,0.0016672811970401351,-6.396561004951925,8000.0,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,118,584.0,583,585,3,210.0,0.0017056012667706305,-6.373837581280413,7885.714285714285,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,119,585.5,585,586,2,210.0,0.001744802068405712,-6.351114157608901,7800.0,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,120,586.5,586,587,2,210.0,0.0017849038443064529,-6.328390733937388,7742.857142857143,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,121,588.0,587,589,3,210.0,0.0018259273020755917,-6.305667310265875,7657.142857142857,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,122,589.5,589,590,2,210.0,0.0018678936252504506,-6.282943886594363,7571.428571428572,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,123,591.0,590,592,3,210.0,0.001910824484241612,-6.260220462922851,7485.714285714286,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,124,592.5,592,593,2,210.0,0.001954742047523001,-6.237497039251338,7400.0,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,125,593.5,593,594,2,210.0,0.0019996689930791493,-6.214773615579826,7342.857142857143,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,126,595.0,594,596,3,210.0,0.0020456285201155846,-6.192050191908313,7257.142857142858,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,127,596.5,596,597,2,210.0,0.002092644361038327,-6.169326768236801,7171.428571428571,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,128,597.5,597,598,2,210.0,0.0021407407937087605,-6.146603344565288,7114.285714285714,direct_digitized_curve_pixel,True,valid_curve_pixel
