backend_step_index,T,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,hopf_frequency,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system
10,2.25000000000000000e+02,-3.33028169189114154e+00,9.54575470071933196e+00,-1.31806388767674854e+01,1.46546999103958497e+00,4.60046354987738590e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.99496133816533256e-03,-3.33634913972239225e-09,4.99475004992118096e-03,-3.33634913972239225e-09,-4.99475004992118096e-03,-4.47964124024784281e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
11,2.24500000000000000e+02,-3.36181426256583604e+00,9.53116515231107186e+00,-1.32388733512778600e+01,1.46721448188725523e+00,4.54206290608998891e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.85532786194580769e-03,-3.13307104744678724e-09,4.85513547659249464e-03,-3.13307104744678724e-09,-4.85513547659249464e-03,-4.35481531656404033e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
12,2.24000000000000000e+02,-3.39353398871266476e+00,9.51662849952286116e+00,-1.32973612129078713e+01,1.46895058812669177e+00,4.48671158942888561e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.71865948008359792e-03,-2.92030785786615878e-09,4.71848682252750101e-03,-2.92030785786615878e-09,-4.71848682252750101e-03,-4.23261625219643629e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
13,2.23500000000000000e+02,-3.42543968224123141e+00,9.50214088707888216e+00,-1.33561043282180201e+01,1.47067828936164702e+00,4.42986600552358129e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.58493371442005374e-03,-2.71129051360782108e-09,4.58477992079254701e-03,-2.71129051360782108e-09,-4.58477992079254701e-03,-4.11302421167140334e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
14,2.23000000000000000e+02,-3.45753020527462285e+00,9.48769859100759838e+00,-1.34151045508049727e+01,1.47239756509894670e+00,4.37367269668026197e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.45412524384254053e-03,-2.51210587802561808e-09,4.45398876643847592e-03,-2.51210587802561808e-09,-4.45398876643847592e-03,-3.99601760683144028e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
15,2.22500000000000000e+02,-3.48980446891717477e+00,9.47329801766801616e+00,-1.34743637210555196e+01,1.47410839474661826e+00,4.31609569248004779e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.32620627325973686e-03,-2.32247472425547996e-09,4.32608564899058905e-03,-2.32247472425547996e-09,-4.32608564899058905e-03,-3.88157322115127929e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
16,2.22000000000000000e+02,-3.52226145227345988e+00,9.45893568237560523e+00,-1.35338836862367629e+01,1.47581075755587254e+00,4.25867963388271318e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.20114727334126858e-03,-2.14086942791624768e-09,4.20104124306765365e-03,-2.14086942791624768e-09,-4.20104124306765365e-03,-3.76966631953897608e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
17,2.21500000000000000e+02,-3.55490021037436543e+00,9.44460819883486202e+00,-1.35936663095962373e+01,1.47750463259225939e+00,4.20155174879936219e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.07891731079505684e-03,-1.96654691933962483e-09,4.07882472049625466e-03,-1.96654691933962483e-09,-4.07882472049625466e-03,-3.66027076103814285e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
18,2.21000000000000000e+02,-3.58771987270115567e+00,9.43031227772062941e+00,-1.36537134701534288e+01,1.47918999873197188e+00,4.14443851126091028e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.95948413888036477e-03,-1.79935982877899719e-09,3.95940387641510131e-03,-1.79935982877899719e-09,-3.95940387641510131e-03,-3.55335911232214537e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
19,2.20500000000000000e+02,-3.62071963993664259e+00,9.41604472684842975e+00,-1.37140270607908388e+01,1.48086683466270919e+00,4.08646049323317826e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.84281426524614271e-03,-1.63925451229611496e-09,3.84274525301127714e-03,-1.63925451229611496e-09,-3.84274525301127714e-03,-3.44890275744455478e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
20,2.20000000000000000e+02,-3.65389878192709228e+00,9.40180244998700410e+00,-1.37746089876184499e+01,1.48253511888092526e+00,4.02936899907854319e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.72887305225393182e-03,-1.48609213812805202e-09,3.72881425545967078e-03,-1.48609213812805202e-09,-3.72881425545967078e-03,-3.34687200234093504e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
21,2.19500000000000000e+02,-3.68725663654363300e+00,9.38758244464829339e+00,-1.38354611702885002e+01,1.48419482968629834e+00,3.97164182659550586e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.61762482968495643e-03,-1.33967652260220255e-09,3.61757526108827691e-03,-1.33967652260220255e-09,-3.61757526108827691e-03,-3.24723617437217742e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
22,2.19000000000000000e+02,-3.72079260862825612e+00,9.37338179968256746e+00,-1.38965855424417111e+01,1.48584594517567536e+00,3.91364160190047945e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.50903300405310805e-03,-1.19980191634703331e-09,3.50899172340966327e-03,-1.19980191634703331e-09,-3.50899172340966327e-03,-3.14996371738452763e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
23,2.18500000000000000e+02,-3.75450616882782695e+00,9.35919769289655967e+00,-1.39579840520780465e+01,1.48748844323706852e+00,3.85638384476602419e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.40306015923878564e-03,-1.06628015022081774e-09,3.40302627142917468e-03,-1.06628015022081774e-09,-3.40302627142917468e-03,-3.05502228243396826e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
24,2.18000000000000000e+02,-3.78839685215718225e+00,9.34502738886922657e+00,-1.40196586616874619e+01,1.48912230154417813e+00,3.79917745305684201e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.29966815072543600e-03,-9.38922610342098063e-10,3.29964080451832778e-03,-9.38922610342098063e-10,-3.29964080451832778e-03,-2.96237881429984879e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
25,2.17500000000000000e+02,-3.82246425665345368e+00,9.33086823662237563e+00,-1.40816113484951035e+01,1.49074749755046421e+00,3.74170257732635212e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.19881819522313060e-03,-8.17543936086455314e-10,3.19879658237739355e-03,-8.17543936086455314e-10,-3.19879658237739355e-03,-2.87199963371037549e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
26,2.17000000000000000e+02,-3.85670804198561168e+00,9.31671766729593820e+00,-1.41438441046798573e+01,1.49236400848316353e+00,3.68474180467095332e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.10047095626356023e-03,-7.01961039534064468e-10,3.10045431041903541e-03,-7.01961039534064468e-10,-3.10045431041903541e-03,-2.78385051543370834e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
27,2.16500000000000000e+02,-3.89112792806603602e+00,9.30257319179717435e+00,-1.42063589376056694e+01,1.49397181133714652e+00,3.62790872034731886e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.00458662504420569e-03,-5.91994371167310629e-10,3.00457422063074011e-03,-5.91994371167310629e-10,-3.00457422063074011e-03,-2.69789676231920557e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
28,2.16000000000000000e+02,-3.92572369361640661e+00,9.28843239848260005e+00,-1.42691578700145900e+01,1.49557088286876549e+00,3.57126127668830100e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.91112499693223573e-03,-4.87463237526866711e-10,2.91111614810980095e-03,-4.87463237526866711e-10,-2.91111614810980095e-03,-2.61410327541624406e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
29,2.15500000000000000e+02,-3.96049517481204028e+00,9.27429295076235505e+00,-1.43322429402994764e+01,1.49716119958936211e+00,3.51467049970993778e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.82004554376491913e-03,-3.88193596408473174e-10,2.82003960324601899e-03,-3.88193596408473174e-10,-2.82003960324601899e-03,-2.53243462024233066e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
30,2.15000000000000000e+02,-3.99544226382334289e+00,9.26015258481741377e+00,-1.43956162026717234e+01,1.49874273775896438e+00,3.45860302901878380e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.73130748199496183e-03,-2.94009784508782179e-10,2.73130383993114897e-03,-2.94009784508782179e-10,-2.73130383993114897e-03,-2.45285508938710133e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
31,2.14500000000000000e+02,-4.03056490747853058e+00,9.24600910721740554e+00,-1.44592797274430840e+01,1.50031547337954851e+00,3.40235630010191125e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.64486983686564991e-03,-2.04743413033132288e-10,2.64486791965323417e-03,-2.04743413033132288e-10,-2.64486791965323417e-03,-2.37532876149773500e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
32,2.14000000000000000e+02,-4.06586310583112631e+00,9.23186039266179925e+00,-1.45232356012034565e+01,1.50187938218849881e+00,3.34701739655121642e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.56069150275001038e-03,-1.20226858525175617e-10,2.56069077189457735e-03,-1.20226858525175617e-10,-2.56069077189457735e-03,-2.29981955684769711e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
33,2.13500000000000000e+02,-4.10133691081607754e+00,9.21770438167191308e+00,-1.45874859270725015e+01,1.50343443965174939e+00,3.29168879510907299e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.47873129980328124e-03,-4.02975832499048725e-11,2.47873125075620884e-03,-4.02975832499048725e-11,-2.47873125075620884e-03,-2.22629128955553670e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
34,2.13000000000000000e+02,-4.13698642487827417e+00,9.20353907835373697e+00,-1.46520328249091421e+01,1.50498062095695029e+00,3.23670811617250183e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.39894802707335542e-03,3.52035957351150286e-11,2.39894818809597730e-03,3.52035957351150286e-11,-2.39894818809597730e-03,-2.15470771662107851e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
35,2.12500000000000000e+02,-4.17281179962318127e+00,9.18936254819042730e+00,-1.47168784315240408e+01,1.50651790100652727e+00,3.18213428015261824e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.32130051222057075e-03,1.06433381856160802e-10,2.32130044326727021e-03,1.06433381856160802e-10,-2.32130044326727021e-03,-2.08503258389153984e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
36,2.12000000000000000e+02,-4.20881323450548184e+00,9.17517291585413375e+00,-1.47820249009088176e+01,1.50804625441059525e+00,3.12772891438223963e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.24574765799358169e-03,1.73544787319002830e-10,2.24574694959106969e-03,1.73544787319002830e-10,-2.24574694959106969e-03,-2.01722966908217567e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
37,2.11500000000000000e+02,-4.24499097553904114e+00,9.16096836305709061e+00,-1.48474744044650624e+01,1.50956565547977672e+00,3.07386399781732936e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.17224848555012257e-03,2.36685979653318904e-10,2.17224675772204620e-03,2.36685979653318904e-10,-2.17224675772204620e-03,-1.95126282198293012e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
38,2.11000000000000000e+02,-4.28134531400791474e+00,9.14674712646855248e+00,-1.49132291312090590e+01,1.51107607821799483e+00,3.02033895865976843e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.10076217488024781e-03,2.96001942845947746e-10,2.10075907607171338e-03,2.96001942845947746e-10,-2.10075907607171338e-03,-1.88709600198207314e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
39,2.10500000000000000e+02,-4.31787658520101125e+00,9.13250749567713882e+00,-1.49792912879748084e+01,1.51257749631517791e+00,2.96723271332368072e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,2.03124810238580972e-03,3.51635861352067244e-10,2.03124330840006011e-03,3.51635861352067244e-10,-2.03124330840006011e-03,-1.82469331302225922e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
40,2.10000000000000000e+02,-4.35458516723199995e+00,9.11824781114106919e+00,-1.50456630996753447e+01,1.51406988313969526e+00,2.91442630273739833e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.96366587566207612e-03,4.03724201649308416e-10,1.96365908865838140e-03,4.03724201649308416e-10,-1.96365908865838140e-03,-1.76401903609431430e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
41,2.09500000000000000e+02,-4.39147147980322838e+00,9.10396646226945627e+00,-1.51123468094798952e+01,1.51555321173094648e+00,2.86231538258892496e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.89797536581698531e-03,4.52400882801829894e-10,1.89796631334503163e-03,4.52400882801829894e-10,-1.89796631334503163e-03,-1.70503765942208330e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
42,2.09000000000000000e+02,-4.42853598302714246e+00,9.08966188552376231e+00,-1.51793446790196498e+01,1.51702745479176704e+00,2.81039827820368016e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.83413673743824425e-03,4.97797703907024429e-10,1.83412517139259525e-03,4.97797703907024429e-10,-1.83412517139259525e-03,-1.64771390642206423e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
43,2.08500000000000000e+02,-4.46577917631278343e+00,9.07533256253337584e+00,-1.52466589886293846e+01,1.51849258468063408e+00,2.75895527387347183e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.77211047600391350e-03,5.40041348913325534e-10,1.77209617171219668e-03,5.40041348913325534e-10,-1.77209617171219668e-03,-1.59201276154884207e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
44,2.08000000000000000e+02,-4.50320159722823377e+00,9.06097701831545699e+00,-1.53142920375350577e+01,1.51994857340392886e+00,2.70809663980749768e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.71185741326344452e-03,5.79255453302671749e-10,1.71184016858672277e-03,5.79255453302671749e-10,-1.71184016858672277e-03,-1.53789949415348865e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
45,2.07500000000000000e+02,-4.54080382042103103e+00,9.04659381951860908e+00,-1.53822461440688834e+01,1.52139539260801970e+00,2.65780491377560408e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.65333875054152397e-03,6.15559762674234862e-10,1.65331838496057056e-03,6.15559762674234862e-10,-1.65331838496057056e-03,-1.48533968043951053e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
46,2.07000000000000000e+02,-4.57858645654530072e+00,9.03218157274195121e+00,-1.54505236458604482e+01,1.52283301357131351e+00,2.60768306001266536e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.59651608002019129e-03,6.49071205670889804e-10,1.59649243377773110e-03,6.49071205670889804e-10,-1.59649243377773110e-03,-1.43429922362739285e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
47,2.06500000000000000e+02,-4.61655015123448909e+00,9.01773892289002532e+00,-1.55191269000438368e+01,1.52426140719615555e+00,2.55808047230931901e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.54135140424279293e-03,6.79903240499225067e-10,1.54132433744435149e-03,6.79903240499225067e-10,-1.54132433744435149e-03,-1.38474437241521871e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
48,2.06000000000000000e+02,-4.65469558409404183e+00,9.00326455159134298e+00,-1.55880582834529573e+01,1.52568054400065800e+00,2.50914215384321830e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.48780715371054392e-03,7.08165935126622154e-10,1.48777654553922177e-03,7.08165935126622154e-10,-1.48777654553922177e-03,-1.33664173783335318e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
49,2.05500000000000000e+02,-4.69302346772598078e+00,8.98875717566664001e+00,-1.56573201928188404e+01,1.52709039411041148e+00,2.46074288899385818e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.43584620289575809e-03,7.33965592391249387e-10,1.43581195086045304e-03,7.33965592391249387e-10,-1.43581195086045304e-03,-1.28995830857900275e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
50,2.05000000000000000e+02,-4.73153454675863117e+00,8.97421554567367075e+00,-1.57269150449419541e+01,1.52849092725016700e+00,2.41273334544695495e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.38543188483810330e-03,7.57405937799751974e-10,1.38539390391948240e-03,7.57405937799751974e-10,-1.38539390391948240e-03,-1.24466146491998054e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
51,2.04500000000000000e+02,-4.77022959691822113e+00,8.95963844449109637e+00,-1.57968452768765797e+01,1.52988211273536101e+00,2.36526214426526808e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.33652800401469810e-03,7.78587860375827730e-10,1.33648622594710674e-03,7.78587860375827730e-10,-1.33648622594710674e-03,-1.20071899124193633e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
52,2.04000000000000000e+02,-4.80910942414386788e+00,8.94502468594001243e+00,-1.58671133461285088e+01,1.53126391946348783e+00,2.31815602423591283e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.28909884795106074e-03,7.97607955838096697e-10,1.28905322049925413e-03,7.97607955838096697e-10,-1.28905322049925413e-03,-1.15809908731690360e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
53,2.03500000000000000e+02,-4.84817486367147854e+00,8.93037311351492136e+00,-1.59377217307931343e+01,1.53263631590553340e+00,2.27180456174020839e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.24310919749207310e-03,8.14560764677988228e-10,1.24305968378627080e-03,8.14560764677988228e-10,-1.24305968378627080e-03,-1.11677037837879640e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
54,2.03000000000000000e+02,-4.88742677918027191e+00,8.91568259913110417e+00,-1.60086729297271226e+01,1.53399927009718207e+00,2.22595313772642623e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.19852433601131737e-03,8.29538021634339609e-10,1.19847091374665851e-03,8.29538021634339609e-10,-1.19847091374665851e-03,-1.07670192406036664e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
55,2.02500000000000000e+02,-4.92686606196052335e+00,8.90095204192792622e+00,-1.60799694627128638e+01,1.53535274962992485e+00,2.18032132598642321e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.15531005708951941e-03,8.42628047903210692e-10,1.15525271796634876e-03,8.42628047903210692e-10,-1.15525271796634876e-03,-1.03786322626635242e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
56,2.02000000000000000e+02,-4.96649363006619105e+00,8.88618036716135151e+00,-1.61516138705819543e+01,1.53669672164216076e+00,2.13564801287367413e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.11343267152729051e-03,8.53917078187790488e-10,1.11337142052891740e-03,8.53917078187790488e-10,-1.11337142052891740e-03,-1.00022423605048046e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
57,2.01500000000000000e+02,-5.00631042753182953e+00,8.87136652510948842e+00,-1.62236087153730359e+01,1.53803115281006053e+00,2.09121992625828168e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.07285901302452309e-03,8.63487825567086503e-10,1.07279386782431875e-03,8.63487825567086503e-10,-1.07279386782431875e-03,-9.63755359546289501e-04,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state
