backend_step_index,T,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,hopf_frequency,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system
10,2.25000000000000000e+02,-5.37808393835582432e-01,1.23232671070308140e+01,-1.03910693929747353e+01,1.47301340862286168e+00,1.98086154687048033e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.80578740981796153e-02,-3.05164560884373798e-09,1.80575696105015615e-02,-3.05164560884373798e-09,-1.80575696105015615e-02,-5.71338369386908528e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
11,2.24500000000000000e+02,-5.66713072668545426e-01,1.23113165851022544e+01,-1.04466632679955822e+01,1.47478716661336229e+00,1.97696711989823333e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.75753036474215474e-02,-2.78169194563348057e-09,1.75750244608400656e-02,-2.78169194563348057e-09,-1.75750244608400656e-02,-5.55482020219041743e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
12,2.24000000000000000e+02,-5.95869960523802589e-01,1.22993535760352266e+01,-1.05025757198043141e+01,1.47655253421265664e+00,1.97110337750616488e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.71017071252007845e-02,-2.53747404723369749e-09,1.71014510651274834e-02,-2.53747404723369749e-09,-1.71014510651274834e-02,-5.39955484293764242e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
13,2.23500000000000000e+02,-6.25277426707417816e-01,1.22873746677843094e+01,-1.05588081714372777e+01,1.47830949218481478e+00,1.95865668206692361e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.66370814404678061e-02,-2.31649679668412267e-09,1.66368465100589502e-02,-2.31649679668412267e-09,-1.66368465100589502e-02,-5.24756504448139777e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
14,2.23000000000000000e+02,-6.54933928466748583e-01,1.22753765420190302e+01,-1.06153620706772394e+01,1.48005802110747720e+00,1.94584964423516100e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.61814141485665912e-02,-2.11646894086002513e-09,1.61811985187901054e-02,-2.11646894086002513e-09,-1.61811985187901054e-02,-5.09882588229148594e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
15,2.22500000000000000e+02,-6.84838009988561702e-01,1.22633559729167168e+01,-1.06722388900414611e+01,1.48179810136801571e+00,1.92928407132088291e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.57346839597551150e-02,-1.93533215484247706e-09,1.57344859568052144e-02,-1.93533215484247706e-09,-1.57344859568052144e-02,-4.95331024143994599e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
16,2.22000000000000000e+02,-7.14988301447540553e-01,1.22513098256534647e+01,-1.07294401269200055e+01,1.48352971315906901e+00,1.90959569029439857e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.52968612310667718e-02,-1.77122269314541197e-09,1.52966793248120996e-02,-1.77122269314541197e-09,-1.52966793248120996e-02,-4.81098897369630282e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
17,2.21500000000000000e+02,-7.45383517920620631e-01,1.22392350547989626e+01,-1.07869673036746505e+01,1.48525283647398165e+00,1.88866397540385238e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.48679084465578298e-02,-1.62245945888386811e-09,1.48677412394690022e-02,-1.62245945888386811e-09,-1.48677412394690022e-02,-4.67183104912786799e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
18,2.21000000000000000e+02,-7.76022458234568724e-01,1.22271287025763726e+01,-1.08448219677534148e+01,1.48696745110201145e+00,1.86474704844652984e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.44477806841177333e-02,-1.48753096580918343e-09,1.44476269008488520e-02,-1.48753096580918343e-09,-1.44476269008488520e-02,-4.53580370210626953e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
19,2.20500000000000000e+02,-8.06904003780278267e-01,1.22149878969808832e+01,-1.09030056918425196e+01,1.48867353662324731e+00,1.83780101828524101e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.40364260684791402e-02,-1.36507296417086310e-09,1.40362845459799865e-02,-1.36507296417086310e-09,-1.40362845459799865e-02,-4.40287257166440543e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
20,2.20000000000000000e+02,-8.38027117254204201e-01,1.22028098498182871e+01,-1.09615200740083090e+01,1.49037107240338051e+00,1.81154775792398077e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.36337862102323577e-02,-1.25385748962411614e-09,1.36336558884168051e-02,-1.25385748962411614e-09,-1.36336558884168051e-02,-4.27300183619377851e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
21,2.19500000000000000e+02,-8.69390841358955058e-01,1.21905918546527641e+01,-1.10203667378537045e+01,1.49206003758826933e+00,1.78361443646911288e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.32397966303235259e-02,-1.15278148474489556e-09,1.32396765433651434e-02,-1.15278148474489556e-09,-1.32396765433651434e-02,-4.14615434248649228e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
22,2.19000000000000000e+02,-9.00994297488008189e-01,1.21783312846641554e+01,-1.10795473327012850e+01,1.49374041109827083e+00,1.75491278091322983e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.28543871696919498e-02,-1.06085175485739341e-09,1.28542764380869950e-02,-1.06085175485739341e-09,-1.28542764380869950e-02,-4.02229172915598808e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
23,2.18500000000000000e+02,-9.32836684372454372e-01,1.21660255904515680e+01,-1.11390635337779322e+01,1.49541217162241602e+00,1.72484816339568526e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.24774823846827004e-02,-9.77175469989328971e-10,1.24773802076457285e-02,-9.77175469989328971e-10,-1.24773802076457285e-02,-3.90137454449820042e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
24,2.18000000000000000e+02,-9.64917276718755823e-01,1.21536722977756444e+01,-1.11989170424195361e+01,1.49707529761238400e+00,1.69468482086234202e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.21090019272197640e-02,-9.00949412839004149e-10,1.21089075758385976e-02,-9.00949412839004149e-10,-1.21089075758385976e-02,-3.78336235886841303e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
25,2.17500000000000000e+02,-9.97235423828648715e-01,1.21412690052630072e+01,-1.12591095862824115e+01,1.49872976727631513e+00,1.66462826311338068e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.17488609105684989e-02,-8.31452757338313475e-10,1.17487737214313007e-02,-8.31452757338313475e-10,-1.17487737214313007e-02,-3.66821387167046240e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
26,2.17000000000000000e+02,-1.02979054822929528e+00,1.21288133820616117e+01,-1.13196429195819999e+01,1.50037555857241500e+00,1.63343749604501400e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.13969702603924812e-02,-7.68036258940243965e-10,1.13968896296753278e-02,-7.68036258940243965e-10,-1.13968896296753278e-02,-3.55588701306556705e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
27,2.16500000000000000e+02,-1.06258214429172382e+00,1.21163031654835542e+01,-1.13805188233307870e+01,1.50201264920242883e+00,1.60274308341172511e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.10532370512052315e-02,-7.10118072959516067e-10,1.10531624294219998e-02,-7.10118072959516067e-10,-1.10531624294219998e-02,-3.44633904052699981e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
28,2.16000000000000000e+02,-1.09560977687171657e+00,1.21037361586120333e+01,-1.14417391056068229e+01,1.50364101660490257e+00,1.57159488411178790e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.07175648288659071e-02,-6.57174851429603857e-10,1.07174957158501609e-02,-6.57174851429603857e-10,-1.07174957158501609e-02,-3.33952663036871881e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
29,2.15500000000000000e+02,-1.12887307997355135e+00,1.20911102278872402e+01,-1.15033056018451401e+01,1.50526063794825560e+00,1.54112609850062315e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.03898539187236676e-02,-6.08732272813598818e-10,1.03897898591065983e-02,-6.08732272813598818e-10,-1.03897898591065983e-02,-3.23540596439088812e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
30,2.15000000000000000e+02,-1.16237175539701987e+00,1.20784233007181001e+01,-1.15652201751115928e+01,1.50687149012378252e+00,1.50963485863232331e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,1.00700017201417504e-02,-5.64366879835312418e-10,1.00699422993321755e-02,-5.64366879835312418e-10,-1.00699422993321755e-02,-3.13393281179489983e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
31,2.14500000000000000e+02,-1.19610557144354845e+00,1.20656733630578898e+01,-1.16274847164272668e+01,1.50847354973839276e+00,1.47875155504226327e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,9.75790298762267694e-03,-5.23698204376796261e-10,9.75784782802577647e-03,-5.23698204376796261e-10,-9.75784782802577647e-03,-3.03506260651267889e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
32,2.14000000000000000e+02,-1.23007436164799411e+00,1.20528584569818129e+01,-1.16901011451107539e+01,1.51006679310718317e+00,1.44781965487708808e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,9.45345009865623115e-03,-4.86382005309392296e-10,9.45339885625361143e-03,-4.86382005309392296e-10,-9.45339885625361143e-03,-2.93875052011116807e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
33,2.13500000000000000e+02,-1.26427802353091900e+00,1.20399766782835282e+01,-1.17530714091258641e+01,1.51165119624587518e+00,1.41787329419464217e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,9.15653330882119573e-03,-4.52108547539624428e-10,9.15648567010793682e-03,-4.52108547539624428e-10,-9.15648567010793682e-03,-2.84495153043325209e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
34,2.13000000000000000e+02,-1.29871651739534855e+00,1.20270261740705298e+01,-1.18163974854595022e+01,1.51322673486305326e+00,1.38709747046020603e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.86704099453815113e-03,-4.20598343642535760e-10,8.86699667366346207e-03,-4.20598343642535760e-10,-8.86699667366346207e-03,-2.75362048613256739e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
35,2.12500000000000000e+02,-1.33338986515957925e+00,1.20140051403770691e+01,-1.18800813805146923e+01,1.51479338435224409e+00,1.35794544432203395e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.58485988364710538e-03,-3.91600586701658371e-10,8.58481861987578886e-03,-3.91600586701658371e-10,-8.58481861987578886e-03,-2.66471216726518571e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
36,2.12000000000000000e+02,-1.36829814923937332e+00,1.20009118197813205e+01,-1.19441251305355269e+01,1.51635111978378490e+00,1.32808308093849248e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.30987527429168267e-03,-3.64889103741244947e-10,8.30983682973705264e-03,-3.64889103741244947e-10,-8.30983682973705264e-03,-2.57818134209698109e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
37,2.11500000000000000e+02,-1.40344151148884322e+00,1.19877444990293949e+01,-1.20085308020644597e+01,1.51789991589648321e+00,1.29895238377548520e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,8.04197124267496365e-03,-3.40257662540324746e-10,8.04193540008798537e-03,-3.40257662540324746e-10,-8.04193540008798537e-03,-2.49398282028608000e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
38,2.11000000000000000e+02,-1.43882015215746129e+00,1.19745015067061793e+01,-1.20733004923944165e+01,1.51943974708917184e+00,1.27001746191892841e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.78103083966715306e-03,-3.17522740359791472e-10,7.78099740063135752e-03,-3.17522740359791472e-10,-7.78099740063135752e-03,-2.41207150260119635e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
39,2.10500000000000000e+02,-1.47443432894352111e+00,1.19611812108815503e+01,-1.21384363300895775e+01,1.52097058741194369e+00,1.24174680876804134e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.52693627710247868e-03,-2.96516963109796916e-10,7.52690506024593104e-03,-2.96516963109796916e-10,-7.52690506024593104e-03,-2.33240242732375355e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
40,2.10000000000000000e+02,-1.51028435607631084e+00,1.19477820167995858e+01,-1.22039404755090910e+01,1.52249241055725482e+00,1.21352337846056714e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.27956910380311590e-03,-2.77089197208780016e-10,7.27953994326759665e-03,-2.77089197208780016e-10,-7.27953994326759665e-03,-2.25493081349153459e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
41,2.09500000000000000e+02,-1.54637060346873523e+00,1.19343023645739041e+01,-1.22698151213721314e+01,1.52400518985077982e+00,1.18592790681262694e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,7.03881037198900682e-03,-2.59102696953004627e-10,7.03878311597567943e-03,-2.59102696953004627e-10,-7.03878311597567943e-03,-2.17961210112879071e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
42,2.09000000000000000e+02,-1.58269349592602171e+00,1.19207407269034995e+01,-1.23360624933512337e+01,1.52550889824205438e+00,1.15857119509175401e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.80454079420947464e-03,-2.42434456631222556e-10,6.80451530372806930e-03,-2.42434456631222556e-10,-6.80451530372806930e-03,-2.10640198860852137e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
43,2.08500000000000000e+02,-1.61925351243514348e+00,1.19070956067882978e+01,-1.24026848507159890e+01,1.52700350829483678e+00,1.13175597776483344e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.57664089135714947e-03,-2.26972000794963902e-10,6.57661703905382082e-03,-2.26972000794963902e-10,-6.57661703905382082e-03,-2.03525646728535672e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
44,2.08000000000000000e+02,-1.65605118550440311e+00,1.18933655352744214e+01,-1.24696844869975649e+01,1.52848899217726819e+00,1.10527284318654058e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.35499113209372739e-03,-2.12613905386240486e-10,6.35496880118439304e-03,-2.12613905386240486e-10,-6.35496880118439304e-03,-1.96613185353806388e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
45,2.07500000000000000e+02,-1.69308710058578304e+00,1.18795490691989727e+01,-1.25370637307051762e+01,1.52996532165173793e+00,1.07930079656272792e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,6.13947206394453802e-03,-1.99268325933943738e-10,6.13945114728811289e-03,-1.99268325933943738e-10,-6.13945114728811289e-03,-1.89898481835062776e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
46,2.07000000000000000e+02,-1.73036189557327114e+00,1.18656447889406245e+01,-1.26048249460885220e+01,1.53143246806446198e+00,1.05336300265840287e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.92996443659470854e-03,-1.86851387742317451e-10,5.92994483579515567e-03,-1.86851387742317451e-10,-5.92994483579515567e-03,-1.83377241455987688e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
47,2.06500000000000000e+02,-1.76787626037566037e+00,1.18516512961790816e+01,-1.26729705339432854e+01,1.53289040233477936e+00,1.02799263773951208e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.72634931753676201e-03,-1.75286630181440209e-10,5.72633094217696228e-03,-1.75286630181440209e-10,-5.72633094217696228e-03,-1.77045210189256236e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
48,2.06000000000000000e+02,-1.80563093655944806e+00,1.18375672116661033e+01,-1.27415029324572178e+01,1.53433909494416798e+00,1.00289025457883571e-13,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.52850820058566582e-03,-1.64506085701321067e-10,5.52849096752809199e-03,-1.64506085701321067e-10,-5.52849096752809199e-03,-1.70898176990977617e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
49,2.05500000000000000e+02,-1.84362671710970827e+00,1.18233911729621539e+01,-1.28104246181426511e+01,1.53577851592482761e+00,9.78399811164167474e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.33632310742196674e-03,-1.54446239814236969e-10,5.33630694015707532e-03,-1.54446239814236969e-10,-5.33630694015707532e-03,-1.64931975896920693e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
50,2.05000000000000000e+02,-1.88186444624173999e+00,1.18091218322033118e+01,-1.28797381067905352e+01,1.53720863484803161e+00,9.54065421731336742e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,5.14967668264713734e-03,-1.45050237066682991e-10,5.14966151069956319e-03,-1.45050237066682991e-10,-5.14966151069956319e-03,-1.59142487931814491e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
51,2.04500000000000000e+02,-1.92034501933601853e+00,1.17947578538274804e+01,-1.29494459545167331e+01,1.53862942081200726e+00,9.30220970185421302e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.96845228245449983e-03,-1.36265500144954095e-10,4.96843804086828655e-03,-1.36265500144954095e-10,-4.96843804086828655e-03,-1.53525642841675740e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
52,2.04000000000000000e+02,-1.95906938294541089e+00,1.17802979123079972e+01,-1.30195507588520165e+01,1.54004084242949713e+00,9.06650016688842280e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.79253405742265104e-03,-1.28045088231389451e-10,4.79252068627831953e-03,-1.28045088231389451e-10,-4.79252068627831953e-03,-1.48077420659419663e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
53,2.03500000000000000e+02,-1.99803853493331851e+00,1.17657406898369281e+01,-1.30900551599330033e+01,1.54144286781481044e+00,8.83363336878438991e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.62180702952490977e-03,-1.20345067936076904e-10,4.62179447349965987e-03,-1.20345067936076904e-10,-4.62179447349965987e-03,-1.42793853112938387e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
54,2.03000000000000000e+02,-2.03725352468734711e+00,1.17510848740112444e+01,-1.31609618417402494e+01,1.54283546457051557e+00,8.60637852079632052e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.45615716377260017e-03,-1.13126514490117895e-10,4.45614537174985562e-03,-1.13126514490117895e-10,-4.45614537174985562e-03,-1.37671024885009283e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
55,2.02500000000000000e+02,-2.07671545348042574e+00,1.17363291554488427e+01,-1.32322735334558637e+01,1.54421859977354936e+00,8.38126336302500680e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.29547143463116995e-03,-1.06352703878841159e-10,4.29546035933762137e-03,-1.06352703878841159e-10,-4.29546035933762137e-03,-1.32705074733315692e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state
56,2.02000000000000000e+02,-2.11642547492003930e+00,1.17214722253933719e+01,-1.33039930108810207e+01,1.54559223996090234e+00,8.15868213515611830e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,4.13963788757828501e-03,-9.99908109870079054e-11,4.13962748525471998e-03,-9.99908109870079054e-11,-4.13962748525471998e-03,-1.27892196479104819e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
57,2.01500000000000000e+02,-2.15638479554512763e+00,1.17065127732457981e+01,-1.33761230979745989e+01,1.54695635111468643e+00,7.93827142758557876e-14,true,0,converged,-5.00000000000000000e-01,nox_loca_native_moore_spence_hopf_continuation,3.98854569592612881e-03,-9.40106064013530168e-11,3.98853592603878870e-03,-9.40106064013530168e-11,-3.98853592603878870e-03,-1.23228639872032539e-03,0.00000000000000000e+00,complex_pair,mixed,teuchos_lapack_geev,physical_ode_state
