comparison,reference,variable,T_K,log_w,w_m_s,loca_value,reference_value,signed_diff,abs_diff,rel_diff,loca_residual_norm,reference_residual_norm,reference_converged
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-3.2612194205313227,0.0383416149467605,74471.81315649534,74471.83978866962,-0.0266321742819855,0.0266321742819855,3.5761402373783443e-07,8.665799152214521e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-3.2013047750602426,0.0407090531536904,79045.43192551206,79045.43192549887,1.3198587112128735e-08,1.3198587112128735e-08,1.6697469784928667e-13,1.7841287343755842e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-3.141390129589163,0.0432226710056721,83899.9353374251,83899.91750117023,0.01783625486132223,0.01783625486132223,2.125896139203107e-07,5.3718603102238255e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-3.081475484118083,0.0458914944990611,89052.57366747587,89052.54784880039,0.02581867547996808,0.02581867547996808,2.899262134340501e-07,7.401080787822137e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-3.0215608386470034,0.0487251069486424,94521.65660089292,94521.63511764142,0.02148325150483288,0.02148325150483288,2.272839080206084e-07,6.026406475938449e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-2.9616461931759237,0.0517336833997683,100326.61829559407,100326.61581059349,0.002485000586602837,0.002485000586602837,2.4769105436019344e-08,1.1927477633634677e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-2.9017315477048435,0.0549280271653059,106488.08644065545,106488.11973889785,-0.03329824240063317,0.03329824240063317,3.1269443466818985e-07,7.284817746341385e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-2.841816902233764,0.0583196086185909,113028.04504567996,113028.04537200429,-0.00032632432703394443,0.00032632432703394443,2.887109353788499e-09,2.841859599825895e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-2.781902256762684,0.0619206063816889,119969.65476478732,119969.6341086865,0.020656100823543966,0.020656100823543966,1.7217771330627188e-07,3.9251540842428166e-11,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,n,190.0,-2.7219876112916044,0.0657439510568631,127337.58297390243,127337.55651422452,0.02645967791613657,0.02645967791613657,2.0779158280049516e-07,4.419669385595597e-11,,True
