comparison,reference,variable,T_K,log_w,w_m_s,auto_value,reference_value,signed_diff,abs_diff,rel_diff,auto_residual_norm,reference_residual_norm,reference_converged
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.3652510164,0.0939257205129072,181585.08468783303,181585.08530849995,-0.0006206669204402715,0.0006206669204402715,3.418050107946934e-09,5.308925546765855e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.3363260372,0.0966821933022203,186886.0771332895,186886.07764924652,-0.0005159570137038827,0.0005159570137038827,2.760810329982132e-09,7.977337954446975e-14,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.3074010721,0.099519559912712,192341.82430229828,192341.8246046414,-0.00030234313453547657,0.00030234313453547657,1.5719053053434573e-09,1.3540560698432372e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.2784761213,0.1024401942623614,197956.8439358484,197956.84406279153,-0.00012694313772954047,0.00012694313772954047,6.412667282636328e-10,5.834179655545734e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.2495511846,0.1054465399741443,203735.78626354437,203735.78649322383,-0.00022967945551499724,0.00022967945551499724,1.1273397740687854e-09,1.42486442838272e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.2206262622,0.1085411123395618,209683.43647424897,209683.437033213,-0.0005589640350081027,0.0005589640350081027,2.665751968380626e-09,9.104068208338256e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.1917013539,0.1117265005061674,215804.720286852,215804.72085348712,-0.0005666351062245667,0.0005666351062245667,2.625684479855579e-09,8.678637913867179e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.1627764598,0.1150053695695258,222104.70637495664,222104.70701829766,-0.0006433410162571818,0.0006433410162571818,2.8965663307810103e-09,5.730442726260442e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.13385158,0.118380462833506,228588.61203908647,228588.6125803443,-0.000541257846634835,0.000541257846634835,2.3678250658465924e-09,1.632766882023127e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.1049267142,0.1218546041540086,235261.806682712,235261.80699486443,-0.0003121524350717664,0.0003121524350717664,1.3268300497181015e-09,1.4422671746482482e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.0760018627,0.125430700183014,242129.81646879172,242129.81677895275,-0.00031016103457659483,0.00031016103457659483,1.2809700131221333e-09,1.398600371105749e-12,,True
