backend_step_index,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode
12,-4.57934162089507879e+00,9.90697071061335421e+00,-1.65860977453589449e+01,1.57075146965287038e+00,8.09730367748028905e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
13,-4.51942697542399863e+00,9.96657271145334001e+00,-1.65262283945629811e+01,1.57095496168605298e+00,6.05612977774937402e-16,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
14,-4.45951232995291846e+00,1.00261747122933258e+01,-1.64663590437670173e+01,1.57115845371923557e+00,9.41898236621715426e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
15,-4.39959768448183919e+00,1.00857703828870893e+01,-1.64064963392948187e+01,1.57136192348696291e+00,5.98492226384770656e-16,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
16,-4.33968303901075902e+00,1.01453694306757196e+01,-1.63466302417808222e+01,1.57156540478662965e+00,1.75553231593488698e-16,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
17,-4.27976839353967975e+00,1.02049684784643500e+01,-1.62867641442668258e+01,1.57176888608629639e+00,3.26187149662467991e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
18,-4.21985374806859959e+00,1.02645675262529803e+01,-1.62268980467528294e+01,1.57197236738596313e+00,9.79236138431482820e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
19,-4.15993910259751942e+00,1.03241674211316301e+01,-1.61670316701111645e+01,1.57217585028022966e+00,8.82984598535404356e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
20,-4.10002445712644015e+00,1.03837673160102799e+01,-1.61071652934694995e+01,1.57237933317449619e+00,6.54843589899938600e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
21,-4.04010981165535998e+00,1.04433672108889297e+01,-1.60472989168278346e+01,1.57258281606876271e+00,9.84647801488278044e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
22,-3.98019516618428026e+00,1.05029671057675795e+01,-1.59874325401861697e+01,1.57278629896302924e+00,9.88560370036884517e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
23,-3.92028052071320054e+00,1.05625670006462293e+01,-1.59275661635445047e+01,1.57298978185729577e+00,6.65477871331727709e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
24,-3.86036587524212083e+00,1.06221668955248791e+01,-1.58676997869028398e+01,1.57319326475156229e+00,1.39941417582188914e-12,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
25,-3.80045122977104111e+00,1.06817667904035289e+01,-1.58078334102611748e+01,1.57339674764582882e+00,9.67678068187228903e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
26,-3.74053658429996094e+00,1.07413676595751681e+01,-1.57479667133759893e+01,1.57360023237233126e+00,1.59646960236678501e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
27,-3.68062193882888122e+00,1.08009685287468074e+01,-1.56881000164908038e+01,1.57380371709883371e+00,6.43097063415655258e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
28,-3.62070729335780150e+00,1.08605693979184466e+01,-1.56282333196056182e+01,1.57400720182533616e+00,9.60045045167236570e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
29,-3.56079264788672134e+00,1.09201702670900858e+01,-1.55683666227204327e+01,1.57421068655183860e+00,9.48809425095753499e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
30,-3.50087800241564207e+00,1.09797711362617250e+01,-1.55084999258352472e+01,1.57441417127834105e+00,6.06788626562776984e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
31,-3.44096335694456190e+00,1.10393720054333642e+01,-1.54486332289500616e+01,1.57461765600484349e+00,6.93444386398371715e-12,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
32,-3.38104871147348218e+00,1.10989733322501518e+01,-1.53887663791041618e+01,1.57482114159775133e+00,5.30611640745758500e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
33,-3.32113406600240246e+00,1.11585746590669395e+01,-1.53288995292582619e+01,1.57502462719065917e+00,2.64240082943595924e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
34,-3.26121942053132274e+00,1.12181759858837271e+01,-1.52690326794123621e+01,1.57522811278356700e+00,8.66579915222090062e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
35,-3.20130477506024258e+00,1.12777780538143286e+01,-1.52091655917960331e+01,1.57543159975694480e+00,1.57453505150326102e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
36,-3.14139012958916286e+00,1.13373801217449302e+01,-1.51492985041797041e+01,1.57563508673032260e+00,5.37186031021337394e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
37,-3.08147548411808314e+00,1.13969821896755317e+01,-1.50894314165633752e+01,1.57583857370370040e+00,7.40108078780703459e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
38,-3.02156083864700342e+00,1.14565842576061332e+01,-1.50295643289470462e+01,1.57604206067707819e+00,6.02640647591065827e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
39,-2.96164619317592326e+00,1.15161863255367347e+01,-1.49696972413307172e+01,1.57624554765045599e+00,1.19274776317614162e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
40,-2.90173154770484354e+00,1.15757883934673362e+01,-1.49098301537143882e+01,1.57644903462383379e+00,7.28481774630417096e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
41,-2.84181690223376382e+00,1.16353912531463219e+01,-1.48499627822023434e+01,1.57665252313995019e+00,2.66588645148761590e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
42,-2.78190225676268410e+00,1.16949941128253077e+01,-1.47900954106902986e+01,1.57685601165606659e+00,3.92515408431360321e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
43,-2.72198761129160438e+00,1.17545969725042934e+01,-1.47302280391782539e+01,1.57705950017218299e+00,4.41966938572173408e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
44,-2.66207296582052422e+00,1.18141998321832791e+01,-1.46703606676662091e+01,1.57726298868829939e+00,1.73781511021511394e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
45,-2.60215832034944450e+00,1.18738026918622648e+01,-1.46104932961541643e+01,1.57746647720441580e+00,5.95326292792956848e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
46,-2.54224367487836478e+00,1.19334060648801277e+01,-1.45506258547662810e+01,1.57766996646110114e+00,1.26455072751900707e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
47,-2.48232902940728506e+00,1.19930094378979906e+01,-1.44907584133783978e+01,1.57787345571778648e+00,2.67263940173083442e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
48,-2.42241438393620534e+00,1.20526128109158535e+01,-1.44308909719905145e+01,1.57807694497447182e+00,4.00303698687050109e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
49,-2.36249973846512518e+00,1.21122161839337164e+01,-1.43710235306026313e+01,1.57828043423115716e+00,9.20102379325222851e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
50,-2.30258509299404546e+00,1.21718204001824795e+01,-1.43111554963586141e+01,1.57848392579152685e+00,6.80350105205585294e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
51,-2.24267044752296574e+00,1.22314246164312426e+01,-1.42512874621145968e+01,1.57868741735189655e+00,7.66955880761057249e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
52,-2.18275580205188602e+00,1.22910283941838134e+01,-1.41914200458633353e+01,1.57889090701002321e+00,3.32234375976314387e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
53,-2.12284115658080585e+00,1.23506325974093194e+01,-1.41315522529292554e+01,1.57909439800687124e+00,2.38044392590189288e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
54,-2.06292651110972614e+00,1.24102368006348254e+01,-1.40716844599951756e+01,1.57929788900371926e+00,4.49236216233760483e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
55,-2.00301186563864642e+00,1.24698414157929296e+01,-1.40118165318828147e+01,1.57950138077473845e+00,1.64480650896175768e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
56,-1.94309722016756670e+00,1.25294460309510338e+01,-1.39519486037704539e+01,1.57970487254575764e+00,7.06460418678734977e-14,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
57,-1.88318257469648698e+00,1.25890506461091380e+01,-1.38920806756580930e+01,1.57990836431677684e+00,4.93008859601515511e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
58,-1.82326792922540681e+00,1.26486556716519480e+01,-1.38322126129498759e+01,1.58011185685888944e+00,1.98322730524518374e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
59,-1.76335328375432709e+00,1.27082606971947580e+01,-1.37723445502416588e+01,1.58031534940100205e+00,7.96048418708199835e-14,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
60,-1.70343863828324737e+00,1.27678657227375680e+01,-1.37124764875334417e+01,1.58051884194311465e+00,5.54439600501740969e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
61,-1.64352399281216766e+00,1.28274711589806927e+01,-1.36526082901105106e+01,1.58072233525694750e+00,2.34813600916858363e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
62,-1.58360934734108749e+00,1.28870765952238173e+01,-1.35927400926875794e+01,1.58092582857078034e+00,2.71287464676958777e-13,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
63,-1.52369470187000777e+00,1.29466820314669420e+01,-1.35328718952646483e+01,1.58112932188461319e+00,6.21097104409869094e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
64,-1.46378005639892805e+00,1.30062878750079918e+01,-1.34730035644071329e+01,1.58133281596340280e+00,2.75533327284527653e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
65,-1.40386541092784833e+00,1.30658937185490416e+01,-1.34131352335496175e+01,1.58153631004219242e+00,5.22192749932007704e-13,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
66,-1.34395076545676861e+00,1.31254995620900914e+01,-1.33532669026921020e+01,1.58173980412098203e+00,7.30372796318368188e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
67,-1.28403611998568845e+00,1.31851058169715643e+01,-1.32933984368786682e+01,1.58194329897276376e+00,3.30944476997938331e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
68,-1.22412147451460918e+00,1.32447120718530371e+01,-1.32335299710652343e+01,1.58214679382454548e+00,1.33552712013579654e-12,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
69,-1.16420682904352901e+00,1.33043183267345100e+01,-1.31736615052518005e+01,1.58235028867632721e+00,8.05916425622471291e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
70,-1.10429218357244885e+00,1.33639249821179806e+01,-1.31137929085605727e+01,1.58255378427955584e+00,3.79500029832428895e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
71,-1.04437753810136957e+00,1.34235316375014513e+01,-1.30539243118693449e+01,1.58275727988278447e+00,2.99247431804509787e-12,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
72,-9.84462892630289410e-01,1.34831384370725154e+01,-1.29940556675307448e+01,1.58296077575773952e+00,5.52207078336244926e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
73,-9.24548247159210135e-01,1.35427452366435794e+01,-1.29341870231921447e+01,1.58316427163269458e+00,9.94685667825359876e-11,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
74,-8.64633601688129971e-01,1.36023524336328983e+01,-1.28743182491357686e+01,1.58336776825296655e+00,4.76473393919202711e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
75,-8.04718956217049808e-01,1.36619596306222171e+01,-1.28144494750793925e+01,1.58357126487323852e+00,3.55921075959252818e-12,true,0,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
76,-7.44804310745970533e-01,1.37215669709896400e+01,-1.27545806536800566e+01,1.58377476176362730e+00,7.99260400160403282e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
77,-6.84889665274890369e-01,1.37811744422142564e+01,-1.26947117896492667e+01,1.58397825889924415e+00,7.47372631859810445e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
78,-6.24975019803810206e-01,1.38407820483352708e+01,-1.26348428814670566e+01,1.58418175628811753e+00,6.79835248989704996e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
79,-5.65060374332730930e-01,1.39003897892520012e+01,-1.25749739291712697e+01,1.58438525393004781e+00,7.84041183312727054e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
80,-5.05145728861650767e-01,1.39599976648638737e+01,-1.25151049327997050e+01,1.58458875182483494e+00,7.22202094946824469e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
81,-4.45231083390571492e-01,1.40196056750704230e+01,-1.24552358923901192e+01,1.58479224997227930e+00,8.46648414036608428e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
82,-3.85316437919491328e-01,1.40792138197712902e+01,-1.23953668079802277e+01,1.58499574837218127e+00,9.08757122102338545e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
83,-3.25401792448411165e-01,1.41388220988662194e+01,-1.23354976796077018e+01,1.58519924702434190e+00,8.95050712655622001e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
84,-2.65487146977331889e-01,1.41984305122550669e+01,-1.22756285073101754e+01,1.58540274592856179e+00,1.05680472235351664e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
85,-2.05572501506251726e-01,1.42580390598377917e+01,-1.22157592911252380e+01,1.58560624508464243e+00,1.06312089103178406e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
86,-1.45657856035172451e-01,1.43176477415144596e+01,-1.21558900310904363e+01,1.58580974449238510e+00,1.13516896007102009e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
87,-8.57432105640922870e-02,1.43772565571852446e+01,-1.20960207272432765e+01,1.58601324415159128e+00,1.10223864341724190e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
88,-2.58285650930121236e-02,1.44368655067504257e+01,-1.20361513796212236e+01,1.58621674406206314e+00,1.31702322571598752e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
89,3.40860803780671517e-02,1.44964745901103846e+01,-1.19762819882617020e+01,1.58642024422360239e+00,1.48246923543425338e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
90,9.40007258491473152e-02,1.45560838071656136e+01,-1.19164125532020932e+01,1.58662374463601141e+00,1.43366906174884082e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
91,1.53915371320226591e-01,1.46156931578167075e+01,-1.18565430744797382e+01,1.58682724529909258e+00,1.51205702992329668e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
92,2.13830016791306754e-01,1.46753026419643682e+01,-1.17966735521319332e+01,1.58703074621264895e+00,1.70426676700276952e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
93,2.73744662262386917e-01,1.47349122595094002e+01,-1.17368039861959392e+01,1.58723424737648289e+00,1.56892712855635945e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
94,3.33659307733466193e-01,1.47945220103527166e+01,-1.16769343767089744e+01,1.58743774879039790e+00,1.51801253797082743e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
95,3.93573953204546356e-01,1.48541318943953353e+01,-1.16170647237082090e+01,1.58764125045419724e+00,1.98214031187937826e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
96,4.53488598675625632e-01,1.49137419115383736e+01,-1.15571950272307813e+01,1.58784475236768419e+00,2.16872063856721489e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
97,5.13403244146705795e-01,1.49733520616830607e+01,-1.14973252873137834e+01,1.58804825453066267e+00,2.27434210422842380e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
98,5.73317889617785958e-01,1.50329623447307252e+01,-1.14374555039942702e+01,1.58825175694293685e+00,2.25757661694024692e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
99,6.33232535088865234e-01,1.50925727605828008e+01,-1.13775856773092503e+01,1.58845525960431067e+00,2.11120461958672130e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
100,6.93147180559945397e-01,1.51521833091408311e+01,-1.13177158072956932e+01,1.58865876251458826e+00,2.80563183954866337e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
