T_K,p_Pa,F,log_w,w_m_s,log_n,log_q,n,q,s,converged,iterations,message,residual_norm
210.0,30000.0,1.0,-1.2291143616371984,0.29255155786528125,12.209741318385618,-11.926050467565988,200735.08213456004,6.615795784942147e-06,1.5337093613830264,True,7,The solution converged.,3.590109045647391e-17
210.0,30000.0,1.0,-1.2041499260242485,0.2999468681960428,12.234580813209394,-11.901107086037264,205783.68293515182,6.7828914047887965e-06,1.5337832936601121,True,7,The solution converged.,1.553940455532901e-17
210.0,30000.0,1.0,-1.1791854904112986,0.3075291220361377,12.25942032962922,-11.876163697250236,210959.2634559747,6.9542074209440424e-06,1.5338572259729266,True,7,The solution converged.,3.3493641699899017e-17
210.0,30000.0,1.0,-1.1542210547983487,0.31530304506631746,12.284259867638733,-11.851220301207322,216265.0175365705,7.129850430787044e-06,1.5339311583214592,True,7,The solution converged.,9.48110724939438e-18
210.0,30000.0,1.0,-1.1292566191853988,0.3232734824261939,12.309099427231564,-11.826276897910939,221704.219351892,7.309929724129757e-06,1.5340050907056983,True,7,The solution converged.,3.121886507617554e-17
210.0,30000.0,1.0,-1.1042921835724488,0.33144540173399883,12.333939008401352,-11.801333487363506,227280.22543307135,7.494557351223083e-06,1.5340790231256334,True,7,The solution converged.,1.865230170390905e-17
210.0,30000.0,1.0,-1.079327747959499,0.3398238961826785,12.358778611141737,-11.776390069567437,232996.476739017,7.683848192480804e-06,1.534152955581253,True,7,The solution converged.,2.0034640591117255e-17
210.0,30000.0,1.0,-1.054363312346549,0.3484141877142542,12.383618235446367,-11.751446644525146,238856.50078012387,7.877920029964576e-06,1.534226888072546,True,7,The solution converged.,4.4267739088687744e-17
210.0,30000.0,1.0,-1.029398876733599,0.35722163027442555,12.408457881308882,-11.726503212239049,244863.91379540207,8.076893620674488e-06,1.534300820599502,True,7,The solution converged.,1.0839256987801451e-17
210.0,30000.0,1.0,-1.0044344411206492,0.3662517131494464,12.433297548722935,-11.701559772711557,251022.42298437707,8.280892771691e-06,1.534374753162109,True,7,The solution converged.,1.496737276934616e-17
210.0,30000.0,1.0,-0.9794700055076992,0.37551006438735185,12.458137237682177,-11.676616325945082,257335.82879512772,8.49004441721469e-06,1.5344486857603565,True,7,The solution converged.,2.343506165961721e-17
210.0,30000.0,1.0,-0.9545055698947493,0.3850024543056702,12.48297694818026,-11.651672871942035,263808.02726988296,8.704478697551996e-06,1.5345226183942333,True,7,The solution converged.,4.595346170152723e-17
210.0,30000.0,1.0,-0.9295411342817994,0.39473479908780396,12.507816680210842,-11.626729410704822,270443.01244962215,8.924329040096046e-06,1.5345965510637287,True,7,The solution converged.,1.0011887492990423e-17
210.0,30000.0,1.0,-0.9045766986688495,0.40471316447032357,12.532656433767585,-11.601785942235855,277244.8788391636,9.149732242352839e-06,1.5346704837688312,True,7,The solution converged.,1.236671641649157e-17
210.0,30000.0,1.0,-0.8796122630558996,0.4149437695234706,12.557496208844146,-11.57684246653754,284217.8239342593,9.380828557064697e-06,1.5347444165095299,True,7,The solution converged.,2.2984119562877838e-17
210.0,30000.0,1.0,-0.8546478274429496,0.42543299052722666,12.582336005434195,-11.551898983612285,291366.15081226645,9.617761779483713e-06,1.5348183492858138,True,7,The solution converged.,1.3668328996879579e-17
210.0,30000.0,1.0,-0.8296833918299997,0.43618736494536453,12.607175823531398,-11.526955493462491,298694.2707879788,9.860679336849663e-06,1.5348922820976718,True,7,The solution converged.,4.2446287614404184e-17
210.0,30000.0,1.0,-0.8047189562170498,0.4472135954999581,12.632015663129422,-11.502011996090566,306206.7061362726,1.0109732380127946e-05,1.534966214945093,True,7,The solution converged.,3.947222873048587e-17
210.0,30000.0,1.0,-0.7797545206040999,0.4585185543488898,12.656855524221946,-11.477068491498912,313908.0928832402,1.036507587806476e-05,1.5350401478280666,True,7,The solution converged.,2.1627076873005062e-17
210.0,30000.0,1.0,-0.75479008499115,0.4701092873689603,12.68169540680264,-11.452124979689929,321803.1836675311,1.0626868713617973e-05,1.5351140807465813,True,7,The solution converged.,7.040372451538899e-18
210.0,30000.0,1.0,-0.7298256493782,0.48199301854726967,12.706535310865185,-11.42718146066602,329896.8506736764,1.0895273782823621e-05,1.535188013700626,True,7,The solution converged.,1.328798435296357e-17
210.0,30000.0,1.0,-0.7048612137652501,0.494177154483606,12.731375236403261,-11.402237934429586,338194.08863919973,1.117045809615978e-05,1.5352619466901898,True,7,The solution converged.,1.7420333436751765e-17
210.0,30000.0,1.0,-0.6798967781523002,0.5066692890066492,12.756215183410552,-11.377294400983024,346700.0179373698,1.1452592882470667e-05,1.5353358797152616,True,7,The solution converged.,4.020656863547578e-17
210.0,30000.0,1.0,-0.6549323425393503,0.5194772079068656,12.781055151880745,-11.35235086032873,355419.887737507,1.1741853695515738e-05,1.5354098127758309,True,7,The solution converged.,1.818476109001103e-17
210.0,30000.0,1.0,-0.6299679069264004,0.532608893789044,12.805895141807527,-11.327407312469104,364359.0792447812,1.2038420523210032e-05,1.5354837458718862,True,7,The solution converged.,1.5239414168877776e-17
210.0,30000.0,1.0,-0.6050034713134504,0.5460725310474974,12.830735153184591,-11.302463757406542,373523.10902151477,1.2342477899623844e-05,1.5355576790034167,True,7,The solution converged.,1.1930381911969434e-17
210.0,30000.0,1.0,-0.5800390357005005,0.5598765109670312,12.855575186005629,-11.277520195143437,382917.6323920288,1.2654215019811432e-05,1.5356316121704112,True,7,The solution converged.,3.239727699228169e-17
210.0,30000.0,1.0,-0.5550746000875506,0.5740294369528565,12.880415240264341,-11.252576625682181,392548.44693314534,1.2973825857539926e-05,1.5357055453728592,True,7,The solution converged.,1.710140275328693e-17
210.0,30000.0,1.0,-0.5301101644746007,0.5885401298927092,12.905255315954424,-11.22763304902517,402421.4960524861,1.3301509285992082e-05,1.5357794786107493,True,7,The solution converged.,3.278102834451943e-17
210.0,30000.0,1.0,-0.5051457288616508,0.6034176336545165,12.930095413069582,-11.202689465174794,412542.8726567953,1.3637469201517867e-05,1.5358534118840708,True,7,The solution converged.,2.2127996130980015e-17
210.0,30000.0,1.0,-0.48018129324870085,0.6186712207230355,12.954935531603516,-11.177745874133445,422918.82291253086,1.3981914650511665e-05,1.5359273451928126,True,7,The solution converged.,1.2187125857386111e-17
210.0,30000.0,1.0,-0.4552168576357509,0.6343103979789803,12.97977567154994,-11.15280227590351,433555.7501010665,1.4335059959494461e-05,1.5360012785369637,True,7,The solution converged.,3.161764632631023e-17
210.0,30000.0,1.0,-0.430252422022801,0.6503449126242365,13.004615832902557,-11.127858670487377,444460.21857085783,1.4697124868481527e-05,1.5360752119165133,True,7,The solution converged.,2.4696054042208638e-17
