time_s,n_kg_dry_air_minus1,q_kg_kg_dry_air_minus1,s
237797.15138007191,9191.0176931033293,1.7508840808410697e-06,1.418568875343833
237850.28872636153,8357.8558348729257,1.6075949682200054e-06,1.4245460445602365
237903.42607265114,7595.5136275132154,1.4754252378054791e-06,1.4306942416112753
237956.56341894076,6898.3228899322867,1.3535330775755355e-06,1.4370046684670268
238009.70076523037,6261.1402559270573,1.2411404325361723e-06,1.443469184912171
238062.83811151999,5680.223868416715,1.1375436951906562e-06,1.4500801900789788
238093.23493914361,5374.6422303871796,1.0820273689368542e-06,1.4539249182946639
238118.89698608103,5138.9146413712278,1.0372921267569447e-06,1.4572047724514547
238139.29189420302,4980.1391763522433,1.0033055898543442e-06,1.4598322109885506
238156.61882324872,4889.108071609784,9.7586431733151842e-07,1.4620770345618521
238171.88709329761,4880.4564367593757,9.5333027076055613e-07,1.46406214567612
238187.15536334651,5011.2971075059859,9.333630806171906e-07,1.4660490900927514
238201.48543248978,5389.9477216495852,9.1864276464732661e-07,1.4679074738275812
238217.51943763357,6414.0791910072439,9.1021764314423386e-07,1.4699607853549861
238226.18656347916,7440.3982079673942,9.1109744802301082e-07,1.4710471015716373
238233.48779230073,8710.8765317124307,9.1587496080582056e-07,1.4719410810294811
238240.7890211223,10493.165592963453,9.2518044469905645e-07,1.4728081163118265
238247.44710204814,12705.612170181126,9.3835709726388888e-07,1.4735677282325281
238253.78011932559,15469.981234673336,9.5574189460800464e-07,1.4742551324463109
238260.03390530162,18970.641940037829,9.7825755623466857e-07,1.4748923052887197
238266.38273575614,23447.199842376471,1.007333016041461e-06,1.4754878355841856
238272.99672708244,29229.055233703715,1.045206893244375e-06,1.4760425920524345
238280.10130764719,36802.623679648808,1.0956593927729777e-06,1.476550651303103
238287.84879767094,46646.997854992886,1.1636448879540651e-06,1.4769844697560808
238295.14148700447,57212.359020955446,1.2412661247563596e-06,1.4772634918672254
238301.81638241638,67639.273542285649,1.324705100097051e-06,1.4773991281735088
238305.99976106847,74351.798646552372,1.3844913284977834e-06,1.4774107117006445
